state,city,county,median_value,median_tax
New York,Holtsville,suffolk,539500,1.8538
New York,Fishers Island,suffolk,539500,1.8538
New York,GPO,new york,1108900,0.9019
New York,New York,new york,1108900,0.9019
New York,Staten Island,richmond,658500,0.9224
New York,Bronx,bronx,517000,1.0271
New York,Amawalk,westchester,638400,1.5666
New York,Ardsley,westchester,638400,1.5666
New York,Ardsley On Hudson,westchester,638400,1.5666
New York,Armonk,westchester,638400,1.5666
New York,Baldwin Place,westchester,638400,1.5666
New York,Bedford,westchester,638400,1.5666
New York,Bedford Hills,westchester,638400,1.5666
New York,Brewster,putnam,448000,2.2324
New York,Briarcliff Manor,westchester,638400,1.5666
New York,Buchanan,westchester,638400,1.5666
New York,Carmel,putnam,448000,2.2324
New York,Chappaqua,westchester,638400,1.5666
New York,Cold Spring,putnam,448000,2.2324
New York,Crompond,westchester,638400,1.5666
New York,Cross River,westchester,638400,1.5666
New York,Croton Falls,westchester,638400,1.5666
New York,Croton On Hudson,westchester,638400,1.5666
New York,Dobbs Ferry,westchester,638400,1.5666
New York,Elmsford,westchester,638400,1.5666
New York,Garrison,putnam,448000,2.2324
New York,Goldens Bridge,westchester,638400,1.5666
New York,Granite Springs,westchester,638400,1.5666
New York,Harrison,westchester,638400,1.5666
New York,Hartsdale,westchester,638400,1.5666
New York,Hawthorne,westchester,638400,1.5666
New York,Irvington,westchester,638400,1.5666
New York,Jefferson Valley,westchester,638400,1.5666
New York,Katonah,westchester,638400,1.5666
New York,Lake Peekskill,putnam,448000,2.2324
New York,Larchmont,westchester,638400,1.5666
New York,Lincolndale,westchester,638400,1.5666
New York,Mahopac,putnam,448000,2.2324
New York,Mahopac Falls,putnam,448000,2.2324
New York,Mamaroneck,westchester,638400,1.5666
New York,Maryknoll,westchester,638400,1.5666
New York,Millwood,westchester,638400,1.5666
New York,Mohegan Lake,westchester,638400,1.5666
New York,Montrose,westchester,638400,1.5666
New York,Mount Kisco,westchester,638400,1.5666
New York,Mount Vernon,westchester,638400,1.5666
New York,North Salem,westchester,638400,1.5666
New York,Ossining,westchester,638400,1.5666
New York,Peekskill,westchester,638400,1.5666
New York,Cortlandt Manor,westchester,638400,1.5666
New York,Pleasantville,westchester,638400,1.5666
New York,Port Chester,westchester,638400,1.5666
New York,Pound Ridge,westchester,638400,1.5666
New York,Purchase,westchester,638400,1.5666
New York,Purdys,westchester,638400,1.5666
New York,Putnam Valley,putnam,448000,2.2324
New York,Rye,westchester,638400,1.5666
New York,Scarsdale,westchester,638400,1.5666
New York,Shenorock,westchester,638400,1.5666
New York,Shrub Oak,westchester,638400,1.5666
New York,Somers,westchester,638400,1.5666
New York,South Salem,westchester,638400,1.5666
New York,Tarrytown,westchester,638400,1.5666
New York,Thornwood,westchester,638400,1.5666
New York,Valhalla,westchester,638400,1.5666
New York,Verplanck,westchester,638400,1.5666
New York,Waccabuc,westchester,638400,1.5666
New York,Yorktown Heights,westchester,638400,1.5666
New York,White Plains,westchester,638400,1.5666
New York,West Harrison,westchester,638400,1.5666
New York,Yonkers,westchester,638400,1.5666
New York,Hastings On Hudson,westchester,638400,1.5666
New York,Tuckahoe,westchester,638400,1.5666
New York,Bronxville,westchester,638400,1.5666
New York,Eastchester,westchester,638400,1.5666
New York,New Rochelle,westchester,638400,1.5666
New York,Pelham,westchester,638400,1.5666
New York,Suffern,rockland,564200,1.7726
New York,Arden,orange,361100,2.3437
New York,Bear Mountain,rockland,564200,1.7726
New York,Bellvale,orange,361100,2.3437
New York,Blauvelt,rockland,564200,1.7726
New York,Blooming Grove,orange,361100,2.3437
New York,Bullville,orange,361100,2.3437
New York,Campbell Hall,orange,361100,2.3437
New York,Central Valley,orange,361100,2.3437
New York,Chester,orange,361100,2.3437
New York,Circleville,orange,361100,2.3437
New York,Congers,rockland,564200,1.7726
New York,Florida,orange,361100,2.3437
New York,Fort Montgomery,orange,361100,2.3437
New York,Garnerville,rockland,564200,1.7726
New York,Goshen,orange,361100,2.3437
New York,Greenwood Lake,orange,361100,2.3437
New York,Harriman,orange,361100,2.3437
New York,Haverstraw,rockland,564200,1.7726
New York,Highland Falls,orange,361100,2.3437
New York,Highland Mills,orange,361100,2.3437
New York,Hillburn,rockland,564200,1.7726
New York,Howells,orange,361100,2.3437
New York,Johnson,orange,361100,2.3437
New York,Middletown,orange,361100,2.3437
New York,Monroe,orange,361100,2.3437
New York,Monsey,rockland,564200,1.7726
New York,Mountainville,orange,361100,2.3437
New York,Nanuet,rockland,564200,1.7726
New York,New City,rockland,564200,1.7726
New York,New Hampton,orange,361100,2.3437
New York,New Milford,orange,361100,2.3437
New York,Nyack,rockland,564200,1.7726
New York,Grand View-On-Hudson,rockland,564200,1.7726
New York,Orangeburg,rockland,564200,1.7726
New York,Otisville,orange,361100,2.3437
New York,Palisades,rockland,564200,1.7726
New York,Pearl River,rockland,564200,1.7726
New York,Piermont,rockland,564200,1.7726
New York,Pine Island,orange,361100,2.3437
New York,Pomona,rockland,564200,1.7726
New York,Slate Hill,orange,361100,2.3437
New York,Sloatsburg,rockland,564200,1.7726
New York,Southfields,orange,361100,2.3437
New York,Sparkill,rockland,564200,1.7726
New York,Spring Valley,rockland,564200,1.7726
New York,Sterling Forest,orange,361100,2.3437
New York,Stony Point,rockland,564200,1.7726
New York,Sugar Loaf,orange,361100,2.3437
New York,Tallman,rockland,564200,1.7726
New York,Tappan,rockland,564200,1.7726
New York,Thiells,rockland,564200,1.7726
New York,Thompson Ridge,orange,361100,2.3437
New York,Tomkins Cove,rockland,564200,1.7726
New York,Tuxedo Park,orange,361100,2.3437
New York,Unionville,orange,361100,2.3437
New York,Valley Cottage,rockland,564200,1.7726
New York,Warwick,orange,361100,2.3437
New York,Washingtonville,orange,361100,2.3437
New York,West Haverstraw,rockland,564200,1.7726
New York,West Nyack,rockland,564200,1.7726
New York,West Point,orange,361100,2.3437
New York,Westtown,orange,361100,2.3437
New York,Floral Park,queens,699200,0.8767
New York,South Floral Park,nassau,658700,1.5183
New York,Bellerose Village,nassau,658700,1.5183
New York,Elmont,nassau,658700,1.5183
New York,Glen Oaks,queens,699200,0.8767
New York,Franklin Square,nassau,658700,1.5183
New York,Great Neck,nassau,658700,1.5183
New York,Manhasset,nassau,658700,1.5183
New York,New Hyde Park,nassau,658700,1.5183
New York,Port Washington,nassau,658700,1.5183
New York,Inwood,nassau,658700,1.5183
New York,Long Island City,queens,699200,0.8767
New York,Astoria,queens,699200,0.8767
New York,Sunnyside,queens,699200,0.8767
New York,Brooklyn,kings,889700,0.6879
New York,Flushing,queens,699200,0.8767
New York,College Point,queens,699200,0.8767
New York,Whitestone,queens,699200,0.8767
New York,Bayside,queens,699200,0.8767
New York,Little Neck,queens,699200,0.8767
New York,Oakland Gardens,queens,699200,0.8767
New York,Fresh Meadows,queens,699200,0.8767
New York,Corona,queens,699200,0.8767
New York,East Elmhurst,queens,699200,0.8767
New York,Jackson Heights,queens,699200,0.8767
New York,Elmhurst,queens,699200,0.8767
New York,Rego Park,queens,699200,0.8767
New York,Forest Hills,queens,699200,0.8767
New York,Woodside,queens,699200,0.8767
New York,Maspeth,queens,699200,0.8767
New York,Middle Village,queens,699200,0.8767
New York,Ridgewood,queens,699200,0.8767
New York,Jamaica,queens,699200,0.8767
New York,Cambria Heights,queens,699200,0.8767
New York,Saint Albans,queens,699200,0.8767
New York,Springfield Gardens,queens,699200,0.8767
New York,Howard Beach,queens,699200,0.8767
New York,Kew Gardens,queens,699200,0.8767
New York,Ozone Park,queens,699200,0.8767
New York,Richmond Hill,queens,699200,0.8767
New York,South Richmond Hill,queens,699200,0.8767
New York,South Ozone Park,queens,699200,0.8767
New York,Woodhaven,queens,699200,0.8767
New York,Rosedale,queens,699200,0.8767
New York,Hollis,queens,699200,0.8767
New York,Bellerose,queens,699200,0.8767
New York,Queens Village,queens,699200,0.8767
New York,Mineola,nassau,658700,1.5183
New York,Albertson,nassau,658700,1.5183
New York,Atlantic Beach,nassau,658700,1.5183
New York,Baldwin,nassau,658700,1.5183
New York,Carle Place,nassau,658700,1.5183
New York,Cedarhurst,nassau,658700,1.5183
New York,East Rockaway,nassau,658700,1.5183
New York,Freeport,nassau,658700,1.5183
New York,Garden City,nassau,658700,1.5183
New York,ABMPS,nassau,658700,1.5183
New York,Glen Cove,nassau,658700,1.5183
New York,Glen Head,nassau,658700,1.5183
New York,Glenwood Landing,nassau,658700,1.5183
New York,Greenvale,nassau,658700,1.5183
New York,Hempstead,nassau,658700,1.5183
New York,West Hempstead,nassau,658700,1.5183
New York,Uniondale,nassau,658700,1.5183
New York,East Meadow,nassau,658700,1.5183
New York,Hewlett,nassau,658700,1.5183
New York,Island Park,nassau,658700,1.5183
New York,Lawrence,nassau,658700,1.5183
New York,Locust Valley,nassau,658700,1.5183
New York,Long Beach,nassau,658700,1.5183
New York,Lynbrook,nassau,658700,1.5183
New York,Malverne,nassau,658700,1.5183
New York,Merrick,nassau,658700,1.5183
New York,Old Westbury,nassau,658700,1.5183
New York,Point Lookout,nassau,658700,1.5183
New York,Rockville Centre,nassau,658700,1.5183
New York,RVC,nassau,658700,1.5183
New York,Oceanside,nassau,658700,1.5183
New York,Roosevelt,nassau,658700,1.5183
New York,Roslyn,nassau,658700,1.5183
New York,Roslyn Heights,nassau,658700,1.5183
New York,Sea Cliff,nassau,658700,1.5183
New York,Valley Stream,nassau,658700,1.5183
New York,Westbury,nassau,658700,1.5183
New York,Williston Park,nassau,658700,1.5183
New York,Woodmere,nassau,658700,1.5183
New York,Far Rockaway,queens,699200,0.8767
New York,Arverne,queens,699200,0.8767
New York,Rockaway Park,queens,699200,0.8767
New York,Breezy Point,queens,699200,0.8767
New York,Amityville,suffolk,539500,1.8538
New York,Babylon,suffolk,539500,1.8538
New York,North Babylon,suffolk,539500,1.8538
New York,West Babylon,suffolk,539500,1.8538
New York,Bayport,suffolk,539500,1.8538
New York,Bay Shore,suffolk,539500,1.8538
New York,Bayville,nassau,658700,1.5183
New York,Bellmore,nassau,658700,1.5183
New York,Bellport,suffolk,539500,1.8538
New York,Bethpage,nassau,658700,1.5183
New York,Blue Point,suffolk,539500,1.8538
New York,Bohemia,suffolk,539500,1.8538
New York,Brentwood,suffolk,539500,1.8538
New York,Brightwaters,suffolk,539500,1.8538
New York,Brookhaven,suffolk,539500,1.8538
New York,Centereach,suffolk,539500,1.8538
New York,Centerport,suffolk,539500,1.8538
New York,Central Islip,suffolk,539500,1.8538
New York,Cold Spring Harbor,suffolk,539500,1.8538
New York,Commack,suffolk,539500,1.8538
New York,Copiague,suffolk,539500,1.8538
New York,Coram,suffolk,539500,1.8538
New York,Deer Park,suffolk,539500,1.8538
New York,East Islip,suffolk,539500,1.8538
New York,East Northport,suffolk,539500,1.8538
New York,East Norwich,nassau,658700,1.5183
New York,East Setauket,suffolk,539500,1.8538
New York,Farmingdale,nassau,658700,1.5183
New York,Farmingville,suffolk,539500,1.8538
New York,Great River,suffolk,539500,1.8538
New York,Greenlawn,suffolk,539500,1.8538
New York,Holbrook,suffolk,539500,1.8538
New York,Huntington,suffolk,539500,1.8538
New York,Huntington Station,suffolk,539500,1.8538
New York,Melville,suffolk,539500,1.8538
New York,Islandia,suffolk,539500,1.8538
New York,Islip,suffolk,539500,1.8538
New York,Islip Terrace,suffolk,539500,1.8538
New York,Jericho,nassau,658700,1.5183
New York,Kings Park,suffolk,539500,1.8538
New York,Lake Grove,suffolk,539500,1.8538
New York,Levittown,nassau,658700,1.5183
New York,Lindenhurst,suffolk,539500,1.8538
New York,Massapequa,nassau,658700,1.5183
New York,Massapequa Park,nassau,658700,1.5183
New York,Medford,suffolk,539500,1.8538
New York,Miller Place,suffolk,539500,1.8538
New York,Mill Neck,nassau,658700,1.5183
New York,Mount Sinai,suffolk,539500,1.8538
New York,Nesconset,suffolk,539500,1.8538
New York,Northport,suffolk,539500,1.8538
New York,Oakdale,suffolk,539500,1.8538
New York,Ocean Beach,suffolk,539500,1.8538
New York,Oyster Bay,nassau,658700,1.5183
New York,Patchogue,suffolk,539500,1.8538
New York,Syosset,nassau,658700,1.5183
New York,Port Jefferson Station,suffolk,539500,1.8538
New York,P J S,suffolk,539500,1.8538
New York,PJS,suffolk,539500,1.8538
New York,Port Jefferson,suffolk,539500,1.8538
New York,Rocky Point,suffolk,539500,1.8538
New York,Ronkonkoma,suffolk,539500,1.8538
New York,Saint James,suffolk,539500,1.8538
New York,Sayville,suffolk,539500,1.8538
New York,Seaford,nassau,658700,1.5183
New York,Selden,suffolk,539500,1.8538
New York,Shoreham,suffolk,539500,1.8538
New York,Smithtown,suffolk,539500,1.8538
New York,Hauppauge,suffolk,539500,1.8538
New York,Sound Beach,suffolk,539500,1.8538
New York,Stony Brook,suffolk,539500,1.8538
New York,Wading River,suffolk,539500,1.8538
New York,Wantagh,nassau,658700,1.5183
New York,West Islip,suffolk,539500,1.8538
New York,West Sayville,suffolk,539500,1.8538
New York,Woodbury,nassau,658700,1.5183
New York,Wyandanch,suffolk,539500,1.8538
New York,Hicksville,nassau,658700,1.5183
New York,Plainview,nassau,658700,1.5183
New York,Old Bethpage,nassau,658700,1.5183
New York,Riverhead,suffolk,539500,1.8538
New York,Amagansett,suffolk,539500,1.8538
New York,Aquebogue,suffolk,539500,1.8538
New York,Bridgehampton,suffolk,539500,1.8538
New York,Calverton,suffolk,539500,1.8538
New York,Center Moriches,suffolk,539500,1.8538
New York,Cutchogue,suffolk,539500,1.8538
New York,East Hampton,suffolk,539500,1.8538
New York,East Marion,suffolk,539500,1.8538
New York,East Moriches,suffolk,539500,1.8538
New York,Eastport,suffolk,539500,1.8538
New York,East Quogue,suffolk,539500,1.8538
New York,Greenport,suffolk,539500,1.8538
New York,Hampton Bays,suffolk,539500,1.8538
New York,Jamesport,suffolk,539500,1.8538
New York,Laurel,suffolk,539500,1.8538
New York,Manorville,suffolk,539500,1.8538
New York,Mastic,suffolk,539500,1.8538
New York,Mastic Beach,suffolk,539500,1.8538
New York,Mattituck,suffolk,539500,1.8538
New York,Middle Island,suffolk,539500,1.8538
New York,Montauk,suffolk,539500,1.8538
New York,Moriches,suffolk,539500,1.8538
New York,New Suffolk,suffolk,539500,1.8538
New York,Orient,suffolk,539500,1.8538
New York,Peconic,suffolk,539500,1.8538
New York,Quogue,suffolk,539500,1.8538
New York,Remsenburg,suffolk,539500,1.8538
New York,Ridge,suffolk,539500,1.8538
New York,Sagaponack,suffolk,539500,1.8538
New York,Sag Harbor,suffolk,539500,1.8538
New York,Shelter Island,suffolk,539500,1.8538
New York,Shelter Island Heights,suffolk,539500,1.8538
New York,Shirley,suffolk,539500,1.8538
New York,Southampton,suffolk,539500,1.8538
New York,South Jamesport,suffolk,539500,1.8538
New York,Southold,suffolk,539500,1.8538
New York,Speonk,suffolk,539500,1.8538
New York,Upton,suffolk,539500,1.8538
New York,Wainscott,suffolk,539500,1.8538
New York,Water Mill,suffolk,539500,1.8538
New York,Westhampton,suffolk,539500,1.8538
New York,Westhampton Beach,suffolk,539500,1.8538
New York,Yaphank,suffolk,539500,1.8538
New York,Alcove,albany,277400,1.8937
New York,Alplaus,schenectady,223100,2.4590
New York,Altamont,albany,277400,1.8937
New York,Amsterdam,montgomery,141600,2.5636
New York,Athens,greene,248300,1.6577
New York,Auriesville,montgomery,141600,2.5636
New York,Austerlitz,columbia,309800,1.5478
New York,Averill Park,rensselaer,244300,2.1928
New York,Ballston Lake,saratoga,324800,1.4911
New York,Ballston Spa,saratoga,324800,1.4911
New York,Berlin,rensselaer,244300,2.1928
New York,Berne,albany,277400,1.8937
New York,Brainard,rensselaer,244300,2.1928
New York,Broadalbin,fulton,156100,2.1300
New York,Burnt Hills,saratoga,324800,1.4911
New York,Buskirk,washington,185000,2.0822
New York,Canaan,columbia,309800,1.5478
New York,Carlisle,schoharie,182000,2.1852
New York,Caroga Lake,fulton,156100,2.1300
New York,Castleton On Hudson,rensselaer,244300,2.1928
New York,Central Bridge,schoharie,182000,2.1852
New York,Charlotteville,schoharie,182000,2.1852
New York,Chatham,columbia,309800,1.5478
New York,Cherry Plain,rensselaer,244300,2.1928
New York,Clarksville,albany,277400,1.8937
New York,Climax,greene,248300,1.6577
New York,Cobleskill,schoharie,182000,2.1852
New York,Coeymans,albany,277400,1.8937
New York,Coeymans Hollow,albany,277400,1.8937
New York,Cohoes,albany,277400,1.8937
New York,Columbiaville,columbia,309800,1.5478
New York,Coxsackie,greene,248300,1.6577
New York,Cropseyville,rensselaer,244300,2.1928
New York,Delanson,schenectady,223100,2.4590
New York,Delmar,albany,277400,1.8937
New York,Dormansville,albany,277400,1.8937
New York,Duanesburg,schenectady,223100,2.4590
New York,Eagle Bridge,rensselaer,244300,2.1928
New York,Earlton,greene,248300,1.6577
New York,East Berne,albany,277400,1.8937
New York,East Chatham,columbia,309800,1.5478
New York,East Greenbush,rensselaer,244300,2.1928
New York,East Nassau,rensselaer,244300,2.1928
New York,East Schodack,rensselaer,244300,2.1928
New York,East Worcester,otsego,175900,1.6549
New York,Clifton Park,saratoga,324800,1.4911
New York,Esperance,montgomery,141600,2.5636
New York,Feura Bush,albany,277400,1.8937
New York,Fonda,montgomery,141600,2.5636
New York,Fort Hunter,montgomery,141600,2.5636
New York,Fort Johnson,montgomery,141600,2.5636
New York,Fultonham,schoharie,182000,2.1852
New York,Fultonville,montgomery,141600,2.5636
New York,Gallupville,schoharie,182000,2.1852
New York,Galway,saratoga,324800,1.4911
New York,Ghent,columbia,309800,1.5478
New York,Gilboa,schoharie,182000,2.1852
New York,Glenmont,albany,277400,1.8937
New York,Gloversville,fulton,156100,2.1300
New York,Grafton,rensselaer,244300,2.1928
New York,Greenville,greene,248300,1.6577
New York,Guilderland,albany,277400,1.8937
New York,Guilderland Center,albany,277400,1.8937
New York,Hagaman,montgomery,141600,2.5636
New York,Hannacroix,greene,248300,1.6577
New York,Hoosick,rensselaer,244300,2.1928
New York,Hoosick Falls,rensselaer,244300,2.1928
New York,Howes Cave,schoharie,182000,2.1852
New York,Jefferson,schoharie,182000,2.1852
New York,Johnsonville,rensselaer,244300,2.1928
New York,Johnstown,fulton,156100,2.1300
New York,Kinderhook,columbia,309800,1.5478
New York,Knox,albany,277400,1.8937
New York,Lake Pleasant,hamilton,242000,0.9789
New York,Latham,albany,277400,1.8937
New York,Malden Bridge,columbia,309800,1.5478
New York,Maryland,otsego,175900,1.6549
New York,Mayfield,fulton,156100,2.1300
New York,Mechanicville,saratoga,324800,1.4911
New York,Medusa,albany,277400,1.8937
New York,Melrose,rensselaer,244300,2.1928
New York,Middleburgh,schoharie,182000,2.1852
New York,Nassau,rensselaer,244300,2.1928
New York,New Baltimore,greene,248300,1.6577
New York,New Lebanon,columbia,309800,1.5478
New York,Newtonville,albany,277400,1.8937
New York,Niverville,columbia,309800,1.5478
New York,North Blenheim,schoharie,182000,2.1852
New York,North Chatham,columbia,309800,1.5478
New York,North Hoosick,rensselaer,244300,2.1928
New York,Northville,fulton,156100,2.1300
New York,Old Chatham,columbia,309800,1.5478
New York,Pattersonville,schenectady,223100,2.4590
New York,Petersburg,rensselaer,244300,2.1928
New York,Piseco,hamilton,242000,0.9789
New York,Poestenkill,rensselaer,244300,2.1928
New York,Quaker Street,schenectady,223100,2.4590
New York,Ravena,albany,277400,1.8937
New York,Rensselaer,rensselaer,244300,2.1928
New York,Rensselaerville,albany,277400,1.8937
New York,Rexford,saratoga,324800,1.4911
New York,Richmondville,schoharie,182000,2.1852
New York,Rotterdam Junction,schenectady,223100,2.4590
New York,Round Lake,saratoga,324800,1.4911
New York,Sand Lake,rensselaer,244300,2.1928
New York,Schaghticoke,rensselaer,244300,2.1928
New York,Schenevus,otsego,175900,1.6549
New York,Schodack Landing,rensselaer,244300,2.1928
New York,Schoharie,schoharie,182000,2.1852
New York,Selkirk,albany,277400,1.8937
New York,Slingerlands,albany,277400,1.8937
New York,Sloansville,schoharie,182000,2.1852
New York,South Bethlehem,albany,277400,1.8937
New York,Speculator,hamilton,242000,0.9789
New York,Spencertown,columbia,309800,1.5478
New York,Sprakers,montgomery,141600,2.5636
New York,Stamford,delaware,176200,1.7361
New York,Stephentown,rensselaer,244300,2.1928
New York,Stillwater,saratoga,324800,1.4911
New York,Stottville,columbia,309800,1.5478
New York,Stuyvesant,columbia,309800,1.5478
New York,Stuyvesant Falls,columbia,309800,1.5478
New York,Summit,schoharie,182000,2.1852
New York,Surprise,greene,248300,1.6577
New York,Tribes Hill,montgomery,141600,2.5636
New York,Troy,albany,277400,1.8937
New York,Valatie,columbia,309800,1.5478
New York,Valley Falls,rensselaer,244300,2.1928
New York,Voorheesville,albany,277400,1.8937
New York,Warnerville,schoharie,182000,2.1852
New York,Waterford,saratoga,324800,1.4911
New York,Watervliet,albany,277400,1.8937
New York,Wells,hamilton,242000,0.9789
New York,West Coxsackie,greene,248300,1.6577
New York,Westerlo,albany,277400,1.8937
New York,West Fulton,schoharie,182000,2.1852
New York,West Lebanon,columbia,309800,1.5478
New York,West Sand Lake,rensselaer,244300,2.1928
New York,Worcester,otsego,175900,1.6549
New York,Wynantskill,rensselaer,244300,2.1928
New York,Albany,albany,277400,1.8937
New York,Schenectady,schenectady,223100,2.4590
New York,Kingston,ulster,315100,1.9435
New York,Accord,ulster,315100,1.9435
New York,Acra,greene,248300,1.6577
New York,Arkville,delaware,176200,1.7361
New York,Ashland,greene,248300,1.6577
New York,Bearsville,ulster,315100,1.9435
New York,Big Indian,ulster,315100,1.9435
New York,Bloomington,ulster,315100,1.9435
New York,Boiceville,ulster,315100,1.9435
New York,Cairo,greene,248300,1.6577
New York,Catskill,greene,248300,1.6577
New York,Chichester,ulster,315100,1.9435
New York,Connelly,ulster,315100,1.9435
New York,Cornwallville,greene,248300,1.6577
New York,Cottekill,ulster,315100,1.9435
New York,Cragsmoor,ulster,315100,1.9435
New York,Denver,delaware,176200,1.7361
New York,Durham,greene,248300,1.6577
New York,East Durham,greene,248300,1.6577
New York,East Jewett,greene,248300,1.6577
New York,Elka Park,greene,248300,1.6577
New York,Ellenville,ulster,315100,1.9435
New York,Esopus,ulster,315100,1.9435
New York,Fleischmanns,delaware,176200,1.7361
New York,Freehold,greene,248300,1.6577
New York,Glasco,ulster,315100,1.9435
New York,Glenford,ulster,315100,1.9435
New York,Grand Gorge,delaware,176200,1.7361
New York,Greenfield Park,ulster,315100,1.9435
New York,Haines Falls,greene,248300,1.6577
New York,Halcottsville,delaware,176200,1.7361
New York,Hensonville,greene,248300,1.6577
New York,High Falls,ulster,315100,1.9435
New York,Highmount,ulster,315100,1.9435
New York,Hunter,greene,248300,1.6577
New York,Hurley,ulster,315100,1.9435
New York,Jewett,greene,248300,1.6577
New York,Kerhonkson,ulster,315100,1.9435
New York,Lake Hill,ulster,315100,1.9435
New York,Lake Katrine,ulster,315100,1.9435
New York,Lanesville,greene,248300,1.6577
New York,Leeds,greene,248300,1.6577
New York,Lexington,greene,248300,1.6577
New York,Malden On Hudson,ulster,315100,1.9435
New York,Maplecrest,greene,248300,1.6577
New York,Margaretville,delaware,176200,1.7361
New York,Mount Marion,ulster,315100,1.9435
New York,Mount Tremper,ulster,315100,1.9435
New York,Napanoch,ulster,315100,1.9435
New York,New Kingston,delaware,176200,1.7361
New York,Oak Hill,greene,248300,1.6577
New York,Olivebridge,ulster,315100,1.9435
New York,Palenville,greene,248300,1.6577
New York,Phoenicia,ulster,315100,1.9435
New York,Pine Hill,ulster,315100,1.9435
New York,Port Ewen,ulster,315100,1.9435
New York,Prattsville,greene,248300,1.6577
New York,Preston Hollow,albany,277400,1.8937
New York,Purling,greene,248300,1.6577
New York,Rifton,ulster,315100,1.9435
New York,Rosendale,ulster,315100,1.9435
New York,Round Top,greene,248300,1.6577
New York,Roxbury,delaware,176200,1.7361
New York,Ruby,ulster,315100,1.9435
New York,Saugerties,ulster,315100,1.9435
New York,Shandaken,ulster,315100,1.9435
New York,Shokan,ulster,315100,1.9435
New York,South Cairo,greene,248300,1.6577
New York,Spring Glen,ulster,315100,1.9435
New York,Stone Ridge,ulster,315100,1.9435
New York,Tannersville,greene,248300,1.6577
New York,Tillson,ulster,315100,1.9435
New York,Ulster Park,ulster,315100,1.9435
New York,Wawarsing,ulster,315100,1.9435
New York,West Camp,ulster,315100,1.9435
New York,West Hurley,ulster,315100,1.9435
New York,West Kill,greene,248300,1.6577
New York,West Park,ulster,315100,1.9435
New York,West Shokan,ulster,315100,1.9435
New York,Willow,ulster,315100,1.9435
New York,Windham,greene,248300,1.6577
New York,Woodstock,ulster,315100,1.9435
New York,Amenia,dutchess,368100,1.9631
New York,Ancram,columbia,309800,1.5478
New York,Ancramdale,columbia,309800,1.5478
New York,Annandale On Hudson,dutchess,368100,1.9631
New York,Bangall,dutchess,368100,1.9631
New York,Barrytown,dutchess,368100,1.9631
New York,Beacon,dutchess,368100,1.9631
New York,Billings,dutchess,368100,1.9631
New York,Castle Point,dutchess,368100,1.9631
New York,Chelsea,dutchess,368100,1.9631
New York,Claverack,columbia,309800,1.5478
New York,Clinton Corners,dutchess,368100,1.9631
New York,Clintondale,ulster,315100,1.9435
New York,Copake,columbia,309800,1.5478
New York,Copake Falls,columbia,309800,1.5478
New York,Cornwall,orange,361100,2.3437
New York,Cornwall On Hudson,orange,361100,2.3437
New York,Craryville,columbia,309800,1.5478
New York,Dover Plains,dutchess,368100,1.9631
New York,Elizaville,columbia,309800,1.5478
New York,Fishkill,dutchess,368100,1.9631
New York,Gardiner,ulster,315100,1.9435
New York,Germantown,columbia,309800,1.5478
New York,Glenham,dutchess,368100,1.9631
New York,Highland,ulster,315100,1.9435
New York,Hillsdale,columbia,309800,1.5478
New York,Hollowville,columbia,309800,1.5478
New York,Holmes,dutchess,368100,1.9631
New York,Hopewell Junction,dutchess,368100,1.9631
New York,Hudson,columbia,309800,1.5478
New York,Hughsonville,dutchess,368100,1.9631
New York,Hyde Park,dutchess,368100,1.9631
New York,Lagrangeville,dutchess,368100,1.9631
New York,Livingston,columbia,309800,1.5478
New York,Marlboro,ulster,315100,1.9435
New York,Maybrook,orange,361100,2.3437
New York,Mellenville,columbia,309800,1.5478
New York,Millbrook,dutchess,368100,1.9631
New York,Millerton,dutchess,368100,1.9631
New York,Milton,ulster,315100,1.9435
New York,Modena,ulster,315100,1.9435
New York,Montgomery,orange,361100,2.3437
New York,Newburgh,orange,361100,2.3437
New York,New Windsor,orange,361100,2.3437
New York,New Paltz,ulster,315100,1.9435
New York,Patterson,putnam,448000,2.2324
New York,Pawling,dutchess,368100,1.9631
New York,Philmont,columbia,309800,1.5478
New York,Pine Bush,orange,361100,2.3437
New York,Pine Plains,dutchess,368100,1.9631
New York,Plattekill,ulster,315100,1.9435
New York,Pleasant Valley,dutchess,368100,1.9631
New York,Poughquag,dutchess,368100,1.9631
New York,Red Hook,dutchess,368100,1.9631
New York,Rhinebeck,dutchess,368100,1.9631
New York,Rhinecliff,dutchess,368100,1.9631
New York,Rock Tavern,orange,361100,2.3437
New York,Salisbury Mills,orange,361100,2.3437
New York,Salt Point,dutchess,368100,1.9631
New York,Staatsburg,dutchess,368100,1.9631
New York,Stanfordville,dutchess,368100,1.9631
New York,Stormville,dutchess,368100,1.9631
New York,Tivoli,dutchess,368100,1.9631
New York,Vails Gate,orange,361100,2.3437
New York,Verbank,dutchess,368100,1.9631
New York,Walden,orange,361100,2.3437
New York,Walker Valley,ulster,315100,1.9435
New York,Wallkill,ulster,315100,1.9435
New York,Wappingers Falls,dutchess,368100,1.9631
New York,Wassaic,dutchess,368100,1.9631
New York,Wingdale,dutchess,368100,1.9631
New York,Poughkeepsie,dutchess,368100,1.9631
New York,Monticello,sullivan,234800,2.1644
New York,Barryville,sullivan,234800,2.1644
New York,Bethel,sullivan,234800,2.1644
New York,Bloomingburg,sullivan,234800,2.1644
